Symbol,Company Name,Industry,Market Cap
MSAC,Medicus Sciences Acquisition,Shell Companies,112.67M
MSB,Mesabi Trust,Metals & Mining,481.24M
MSBI,Midland States Bancorp,Banks,564.58M
MSC,Studio City International,"Hotels, Restaurants & Leisure",944.16M
MSCI,MSCI Inc.,Capital Markets,50.88B
MSDA,MSD Acquisition,Shell Companies,705.09M
MSEX,Middlesex Water,Water Utilities,1.86B
MSFT,Microsoft,Software,"2,309.63B"
MSGE,Madison Square Garden Entertainment,Entertainment,2.38B
MSGM,Motorsport Games,Electronic Gaming & Multimedia,278.23M
MSGS,Madison Square Garden Sports,Entertainment,4.53B
MSI,Motorola Solutions,Communications Equipment,41.02B
MSM,MSC Industrial Direct,Trading Companies & Distributors,4.72B
MSN,Emerson Radio,Household Durables,25.04M
MSON,Misonix,Health Care Equipment & Supplies,434.41M
MSP,Datto,Software,3.69B
MSTR,MicroStrategy,Software,7.62B
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,46.20M
MT,ArcelorMittal,Metals & Mining,31.71B
MTA,Metalla Royalty & Streaming,Metals & Mining,341.10M
MTAC,MedTech Acquisition,Shell Companies,309.37M
MTAL,Metals Acquisition,Shell Companies,303.13M
MTB,M&T Bank,Banks,19.41B
MTBC,"MTBC, Inc.",Health Care Technology,112.67M
MTC,"MMTec, Inc.",Software,33.91M
MTCH,Match Group,Interactive Media & Services,44.68B
MTCR,Metacrine,Biotechnology,92.57M
MTD,Mettler-Toledo,Life Sciences Tools & Services,32.83B
MTDR,Matador Resources,"Oil, Gas & Consumable Fuels",5.17B
MTEM,Molecular Templates,Biotechnology,345.28M
MTEX,Mannatech,Personal Products,69.65M
MTG,MGIC Investment,Thrifts & Mortgage Finance,5.54B
MTH,Meritage Homes,Household Durables,3.89B
MTL,Mechel PAO,Metals & Mining,1.62B
MTLS,Materialise,Software,1.21B
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",13.86B
MTNB,Matinas BioPharma,Biotechnology,240.03M
MTOR,Meritor,Machinery,1.77B
MTP,Midatech Pharma,Biotechnology,21.69M
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",12.34M
MTRN,Materion,Metals & Mining,1.47B
MTRX,Matrix Service,Energy Equipment & Services,270.44M
MTSI,MACOM Technology Solutions,Semiconductors & Semiconductor Equipment,4.47B
MTTR,Matterport,Software-Application,4.48B
MTW,Manitowoc Company,Machinery,685.05M
MTX,Minerals Technologies,Chemicals,2.40B
MTZ,MasTec,Construction & Engineering,6.40B
MU,Micron Technology,Semiconductors & Semiconductor Equipment,75.24B
MUDS,Mudrick Capital Acquisition II,Diversified Financial Services,393.34M
MUFG,Mitsubishi UFJ Financial,Banks,74.95B
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",4.37B
MUSA,Murphy USA,Specialty Retail,4.34B
MUX,McEwen Mining,Metals & Mining,518.88M
MVBF,MVB Financial,Banks,515.27M
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",1.52B
MVST,Microvast,Electrical Equipment & Parts,2.40B
MWA,Mueller Water Products,Machinery,2.55B
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,808.72M
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",24.27M
MXCT,MaxCyte,Diagnostics & Research,690.05M
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,3.74B
MYE,Myers Industries,Containers & Packaging,742.65M
MYFW,First Western Financial,Banks,229.42M
MYGN,Myriad Genetics,Biotechnology,2.51B
MYMD,MyMD Pharmaceuticals,Biotechnology,317.29M
MYO,Myomo,Health Care Equipment & Supplies,74.77M
MYOV,Myovant Sciences,Biotechnology,1.92B
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,565.89M
MYRG,MYR Group,Construction & Engineering,1.74B
MYSZ,My Size,Software,18.80M
MYTE,MYT Netherlands,Luxury Goods,2.32B
NAAC,North Atlantic Acquisition,Shell Companies,462.04M
NABL,N-able,Information Technology Services,2.30B
NAII,Natural Alternatives International,Personal Products,86.23M
NAK,Northern Dynasty Minerals,Metals & Mining,228.87M
NAKD,Naked Brand Group,"Textiles, Apparel & Luxury Goods",607.40M
NAOV,NanoVibronix,Health Care Equipment & Supplies,39.30M
NAPA,Duckhorn,Beverages-Wineries & Distilleries,2.31B
NARI,Inari Medical,Health Care Equipment & Supplies,4.30B
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",417.87M
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",255.87M
NATI,National Instruments,"Electronic Equipment, Instruments & C...",5.45B
NATR,Nature's Sunshine Products,Personal Products,309.21M
NAUT,Nautilus Biotechnology,Biotechnology,697.47M
NAVB,Navidea Biopharmaceuticals,Biotechnology,53.09M
NAVI,Navient,Consumer Finance,3.39B
NBEV,NewAge,Beverages,201.08M
NBHC,National Bank Holdings,Banks,1.27B
NBIX,Neurocrine Biosciences,Biotechnology,9.85B
NBN,Northeast Bank,Banks,295.06M
NBR,Nabors Industries,Energy Equipment & Services,1.03B
NBRV,Nabriva Therapeutics,Pharmaceuticals,60.35M
NBSE,NeuBase Therapeutics,Biotechnology,128.90M
NBST,Newbury Street Acquisition,Shell Companies,161.62M
NBTB,NBT Bancorp,Banks,1.59B
NBTX,Nanobiotix,Biotechnology,428.36M
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,24.40M
NC,NACCO Industries,"Oil, Gas & Consumable Fuels",259.69M
NCBS,Nicolet Bankshares,Banks,905.91M
NCLH,Norwegian Cruise Line,"Hotels, Restaurants & Leisure",9.63B
NCMI,National CineMedia,Media,290.59M
NCNA,NuCana,Biotechnology,142.40M
NCNO,"nCino, Inc.",Software,7.01B
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",5.60B
NCSM,NCS Multistage Holdings,Energy Equipment & Services,73.77M
NCTY,The9 Limited,Entertainment,206.22M
NDAC,Nightdragon Acquisition,Shell Companies,431.88M
NDAQ,Nasdaq,Capital Markets,33.95B
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",584.57M
NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,66.87M
NDSN,Nordson,Machinery,14.21B
NE,Noble,Oil & Gas Drilling,1.60B
NECB,Northeast Community Bancorp,Thrifts & Mortgage Finance,176.23M
NEE,NextEra Energy,Electric Utilities,158.88B
NEGG,Newegg Commerce,Internet Retail,5.16B
NEM,Newmont Goldcorp,Metals & Mining,45.05B
NEN,New England Realty Associates,Real Estate Management & Development,219.16M
NEO,NeoGenomics,Life Sciences Tools & Services,5.28B
NEOG,Neogen Corporation,Health Care Equipment & Supplies,4.42B
NEON,Neonode,"Electronic Equipment, Instruments & C...",98.39M
NEP,NextEra Energy Partners,Independent Power and Renewable Elect...,5.99B
NEPH,Nephros,Household Durables,78.17M
NEPT,Neptune Wellness Solutions,Personal Products,89.71M
NERV,Minerva Neurosciences,Biotechnology,55.32M
NES,Nuverra Environmental Solutions,Energy Equipment & Services,32.48M
NESR,National Energy Services Reunited,Energy Equipment & Services,1.19B
NET,Cloudflare,Software,53.66B
NETE,Net Element,Software,48.29M
NETI,Eneti,Marine,293.20M
NEU,NewMarket Corporation,Chemicals,4.09B
NEW,Puxin,Diversified Consumer Services,42.61M
NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",525.67M
NEWR,New Relic,Software,4.75B
NEWT,Newtek Business Services,Capital Markets,645.75M
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,1.15B
NEXA,Nexa Resources,Metals & Mining,1.59B
NEXI,NexImmune,Biotechnology,286.92M
NEXT,NextDecade,"Oil, Gas & Consumable Fuels",392.15M
NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,881.48M
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",7.11B
NFG,National Fuel Gas,Gas Utilities,5.27B
NFGC,New Found Gold,Gold,1.14B
NFH,New Frontier Health,Medical Care Facilities,1.50B
NFLX,Netflix,Entertainment,282.36B
NG,NovaGold Resources,Metals & Mining,2.51B
NGAB,Northern Genesis Acquisition II,Shell Companies,515.39M
NGC,Northern Genesis Acquisition III,Shell Companies,210.60M
NGCA,NextGen Acquisition II,Shell Companies,473.70M
NGD,New Gold,Metals & Mining,885.04M
NGG,National Grid,Multi-Utilities,44.79B
NGL,NGL Energy Partners,"Oil, Gas & Consumable Fuels",360.27M
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1.52B
NGMS,NeoGames,"Hotels, Restaurants & Leisure",1.02B
NGS,Natural Gas Services Group,Energy Equipment & Services,167.97M
NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,263.29M
NGVT,Ingevity,Chemicals,3.08B
NH,NantHealth,Health Care Technology,198.15M
NHC,National HealthCare,Health Care Providers & Services,1.12B
NHI,National Health Investors,Equity Real Estate Investment Trusts...,2.58B
NHTC,Natural Health Trends,Personal Products,82.24M
NI,NiSource,Multi-Utilities,9.62B
NICE,NICE Ltd.,Software,17.43B
NICK,Nicholas Financial,Consumer Finance,92.32M
NINE,Nine Energy Service,Energy Equipment & Services,68.66M
NIO,NIO Inc.,Automobiles,63.96B
NISN,Nisun International,Credit Services,248.72M
NIU,Niu Technologies,Automobiles,1.89B
NJR,New Jersey Resources,Gas Utilities,3.57B
NKE,Nike,"Textiles, Apparel & Luxury Goods",247.09B
NKLA,Nikola,Auto Manufacturers,4.48B
NKSH,National Bankshares,Banks,222.43M
NKTR,Nektar Therapeutics,Pharmaceuticals,3.10B
NKTX,Nkarta,Biotechnology,603.51M
NL,NL Industries,Commercial Services & Supplies,297.26M
NLIT,Northern Lights Acquisition,Shell Companies,129.89M
NLOK,NortonLifeLock,Software,14.72B
NLS,Nautilus,Leisure Products,288.74M
NLSN,Nielsen,Professional Services,7.09B
NLSP,NLS Pharmaceutics,Biotechnology,30.05M
NLTX,Neoleukin Therapeutics,Biotechnology,306.31M
NLY,Annaly Capital Management,Mortgage Real Estate Investment Trus...,12.39B
NM,Navios Maritime Holdings,Marine,96.02M
NMFC,New Mountain Finance,Capital Markets,1.32B
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,364.22M
NMIH,NMI Holdings,Thrifts & Mortgage Finance,2.09B
NMM,Navios Maritime Partners,Marine,752.79M
NMMC,North Mountain Merger,Shell Companies,161.68M
NMR,Nomura Holdings,Capital Markets,15.00B
NMRD,Nemaura Medical,Health Care Equipment & Supplies,135.89M
NMRK,Newmark Group,Real Estate Management & Development,2.90B
NMTC,NeuroOne Medical Technologies,Health Care Equipment & Supplies,35.43M
NMTR,9 Meters Biopharma,Pharmaceuticals,328.63M
NNBR,"NN, Inc.",Machinery,216.03M
NNDM,Nano Dimension,"Technology Hardware, Storage & Periph...",1.44B
NNI,Nelnet,Consumer Finance,3.19B
NNN,National Retail Properties,Equity Real Estate Investment Trusts...,8.11B
NNOX,Nano-X Imaging,Health Care Equipment & Supplies,1.09B
NNVC,NanoViricides,Biotechnology,55.62M
NOA,North American Construction,Energy Equipment & Services,461.80M
NOAC,Natural Order Acquisition,Shell Companies,280.60M
NOAH,Noah Holdings,Capital Markets,2.27B
NOC,Northrop Grumman,Aerospace & Defense,63.12B
NODK,NI Holdings,Insurance,423.79M
NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",1.65B
NOK,Nokia,Communications Equipment,33.79B
NOMD,Nomad Foods,Food Products,4.83B
NOTV,Inotiv,Life Sciences Tools & Services,537.61M
NOV,National Oilwell Varco,Energy Equipment & Services,5.82B
NOVA,Sunnova Energy,Independent Power and Renewable Elect...,4.27B
NOVN,Novan,Pharmaceuticals,141.85M
NOVT,Novanta,"Electronic Equipment, Instruments & C...",5.73B
NOVV,Nova Vision Acquisition,Shell Companies,70.00M
NOW,ServiceNow,Software,131.98B
NP,Neenah,Paper & Forest Products,837.23M
NPCE,NeuroPace,Medical Devices,369.79M
NPK,National Presto Industries,Aerospace & Defense,584.92M
NPO,EnPro Industries,Machinery,1.79B
NPTN,NeoPhotonics,Semiconductors & Semiconductor Equipment,488.98M
NR,Newpark Resources,Energy Equipment & Services,333.33M
NRAC,Noble Rock Acquisition,Shell Companies,293.72M
NRBO,NeuroBo Pharmaceuticals,Biotechnology,50.53M
NRC,National Research,Health Care Providers & Services,1.09B
NRDY,Nerdy,Software-Application,808.79M
NREF,NexPoint Real Estate Finance,REIT-Diversified,185.67M
NRG,NRG Energy,Independent Power and Renewable Elect...,10.09B
NRIM,Northrim BanCorp,Banks,277.40M
NRIX,Nurix Therapeutics,Biotechnology,1.29B
NRP,Natural Resource Partners,"Oil, Gas & Consumable Fuels",338.18M
NRT,North European Oil Royalty Trust,"Oil, Gas & Consumable Fuels",90.99M
NRXP,NRx Pharmaceuticals,Biotechnology,563.82M
NRZ,New Residential Investment,Mortgage Real Estate Investment Trus...,5.29B
NS,NuStar Energy,"Oil, Gas & Consumable Fuels",1.84B
NSA,National Storage Affiliates Trust,Equity Real Estate Investment Trusts...,5.20B
NSC,Norfolk Southern,Road & Rail,68.10B
NSEC,National Security Group,Insurance,25.60M
NSIT,Insight Enterprises,"Electronic Equipment, Instruments & C...",3.28B
NSP,Insperity,Professional Services,4.53B
NSPR,InspireMD,Health Care Equipment & Supplies,33.87M
NSR,Nomad Royalty Company,Other Precious Metals & Mining,424.92M
NSSC,Napco Security Technologies,"Electronic Equipment, Instruments & C...",814.79M
NSTB,Northern Star Investment II,Shell Companies,496.00M
NSTC,Northern Star Investment III,Shell Companies,97.70M
NSTD,Northern Star Investment IV,Shell Companies,487.00M
NSTG,NanoString Technologies,Life Sciences Tools & Services,2.05B
NSYS,Nortech Systems,"Electronic Equipment, Instruments & C...",27.99M
NTAP,NetApp,"Technology Hardware, Storage & Periph...",21.12B
NTB,Bank of N.T. Butterfield & Son,Banks,1.94B
NTCO,Natura &Co Holding,Personal Products,11.14B
NTCT,NetScout Systems,Communications Equipment,2.03B
NTES,NetEase,Entertainment,64.39B
NTGR,Netgear,Communications Equipment,1.01B
NTIC,Northern Technologies International,Chemicals,147.31M
NTIP,Network-1 Technologies,Communications Equipment,70.34M
NTLA,Intellia Therapeutics,Biotechnology,9.59B
NTNX,Nutanix,Software,7.51B
NTP,Nam Tai Property,Real Estate Management & Development,1.04B
NTR,Nutrien,Chemicals,40.85B
NTRA,Natera,Biotechnology,10.39B
NTRB,Nutriband,Biotechnology,51.66M
NTRS,Northern Trust,Capital Markets,25.33B
NTST,NetSTREIT,Equity Real Estate Investment Trusts...,961.67M
NTUS,Natus Medical,Health Care Equipment & Supplies,840.30M
NTWK,NetSol Technologies,Software,52.27M
NTZ,Natuzzi,Household Durables,205.70M
NUAN,Nuance Communications,Software,17.39B
NUE,Nucor,Metals & Mining,30.11B
NURO,NeuroMetrix,Health Care Equipment & Supplies,50.83M
NUS,Nu Skin Enterprises,Personal Products,2.06B
NUVA,NuVasive,Health Care Equipment & Supplies,2.91B
NUVB,Nuvation Bio,Biotechnology,2.04B
NUVL,Nuvalent,Biotechnology,977.16M
NUWE,Nuwellis,Medical Devices,20.98M
NUZE,"NuZee, Inc.",Food Products,34.58M
NVAX,Novavax,Biotechnology,12.20B
NVCN,Neovasc,Health Care Equipment & Supplies,48.03M
NVCR,Novocure,Health Care Equipment & Supplies,11.63B
NVDA,NVIDIA,Semiconductors & Semiconductor Equipment,552.70B
NVEC,NVE Corporation,Semiconductors & Semiconductor Equipment,326.10M
NVEE,NV5 Global,Construction & Engineering,1.56B
NVEI,Nuvei,Software-Infrastructure,8.23B
NVFY,Nova Lifestyle,Household Durables,15.05M
NVGS,Navigator Holdings,"Oil, Gas & Consumable Fuels",680.76M
NVIV,Invivo Therapeutics,Health Care Equipment & Supplies,21.91M
NVMI,Nova Measuring Instruments,Semiconductors & Semiconductor Equipment,2.90B
NVNO,enVVeno Medical,Medical Devices,92.30M
NVO,Novo Nordisk A/S,Pharmaceuticals,237.06B
NVOS,Novo Integrated Sciences,Health Care Providers & Services,44.99M
NVR,"NVR, Inc.",Household Durables,17.87B
NVRO,Nevro Corp.,Health Care Equipment & Supplies,3.99B
NVS,Novartis,Pharmaceuticals,184.17B
NVSA,New Vista Acquisition,Shell Companies,336.03M
NVST,Envista Holdings,Health Care Equipment & Supplies,6.24B
NVT,nVent Electric,Electrical Equipment,5.46B
NVTA,Invitae Corporation,Biotechnology,5.98B
NVVE,Nuvve,Specialty Retail,224.01M
NWBI,Northwest Bancshares,Thrifts & Mortgage Finance,1.77B
NWE,NorthWestern,Multi-Utilities,2.93B
NWFL,Norwood Financial,Banks,208.73M
NWG,NatWest Group,Banks,36.96B
NWL,Newell Brands,Household Durables,9.63B
NWLI,National Western Life Group,Insurance,774.58M
NWN,Northwest Natural,Gas Utilities,1.45B
NWPX,Northwest Pipe Company,Construction & Engineering,236.91M
NWS,News Corp,Media,13.94B
NWSA,News Corp,Media,13.98B
NX,Quanex Building Products,Building Products,704.32M
NXE,NexGen Energy,"Oil, Gas & Consumable Fuels",2.99B
NXGN,NextGen Healthcare,Health Care Technology,958.81M
NXPI,NXP Semiconductors,Semiconductors & Semiconductor Equipment,50.88B
NXRT,NexPoint Residential Trust,Equity Real Estate Investment Trusts...,1.66B
NXST,Nexstar Media Group,Media,6.23B
NXTC,NextCure,Biotechnology,241.05M
NXTD,Nxt-ID,Software,28.83M
NXTP,NextPlay Technologies,Information Technology Services,227.44M
NXU,Novus Capital II,Shell Companies,354.70M
NYC,New York City REIT,REIT-Office,108.94M
NYCB,New York Community Bancorp,Thrifts & Mortgage Finance,6.49B
NYMT,New York Mortgage Trust,Mortgage Real Estate Investment Trus...,1.65B
NYMX,Nymox Pharmaceutical,Biotechnology,167.49M
NYT,The New York Times,Media,8.88B
NYXH,Nyxoah,Medical Instruments & Supplies,566.98M
O,Realty Income,Equity Real Estate Investment Trusts...,27.39B
OACB,Oaktree Acquisition II,Shell Companies,306.56M
OAS,Oasis Petroleum,"Oil, Gas & Consumable Fuels",2.13B
OB,Outbrain,Internet Content & Information,896.35M
OBAS,Optibase,Real Estate Management & Development,58.26M
OBCI,Ocean Bio-Chem,Household Products,108.42M
OBLG,Oblong,Software-Application,63.07M
OBNK,Origin Bancorp,Banks,1.02B
OBSV,ObsEva,Biotechnology,211.25M
OBT,Orange County Bancorp,Banks-Regional,196.74M
OC,Owens Corning,Building Products,9.50B
OCA,Omnichannel Acquisition,Shell Companies,256.32M
OCAX,OCA Acquisition,Shell Companies,185.75M
OCC,Optical Cable Corporation,Communications Equipment,28.68M
OCCI,OFS Credit Company,Asset Management,111.57M
OCDX,Ortho Clinical Diagnostics,Health Care Equipment & Supplies,4.63B
OCFC,OceanFirst Financial,Thrifts & Mortgage Finance,1.31B
OCFT,OneConnect Financial Technology,Software,1.39B
OCG,Oriental Culture Holding,Internet Retail,77.69M
OCGN,Ocugen,Biotechnology,1.72B
OCN,Ocwen Financial,Thrifts & Mortgage Finance,277.23M
OCSL,Oaktree Specialty Lending,Capital Markets,1.33B
OCUL,Ocular Therapeutix,Pharmaceuticals,883.77M
OCUP,Ocuphire Pharma,Biotechnology,70.29M
OCX,OncoCyte,Biotechnology,314.97M
ODC,Oil-Dri Corporation of America,Household Products,259.91M
ODFL,Old Dominion Freight Line,Road & Rail,35.47B
ODP,Office Depot,Specialty Retail,2.37B
ODT,Odonate Therapeutics,Pharmaceuticals,115.88M
OEC,Orion Engineered Carbons,Chemicals,1.15B
OEG,Orbital Energy Group,Utilities-Diversified,191.88M
OEPW,One Equity Partners Open Water I,Shell Companies,421.33M
OESX,Orion Energy Systems,Electrical Equipment,129.79M
OFC,Corporate Office Properties Trust,Equity Real Estate Investment Trusts...,3.19B
OFED,Oconee Federal Financial,Thrifts & Mortgage Finance,135.74M
OFG,OFG Bancorp,Banks,1.33B
OFIX,Orthofix Medical,Health Care Equipment & Supplies,712.36M
OFLX,Omega Flex,Machinery,1.45B
OFS,OFS Capital,Capital Markets,146.09M
OG,Onion Global,Software-Application,866.61M
OGE,OGE Energy,Electric Utilities,6.69B
OGEN,Oragenics,Biotechnology,70.49M
OGI,OrganiGram Holdings,Pharmaceuticals,671.14M
OGN,Organon,Drug Manufacturers-General,8.79B
OGS,ONE Gas,Gas Utilities,3.62B
OHI,Omega Healthcare Investors,Equity Real Estate Investment Trusts...,7.47B
OHPA,Orion Acquisition,Shell Companies,503.79M
OI,O-I Glass,Containers & Packaging,2.32B
OII,Oceaneering International,Energy Equipment & Services,1.56B
OIIM,O2Micro International,Semiconductors & Semiconductor Equipment,161.56M
OIS,Oil States International,Energy Equipment & Services,425.93M
OKE,ONEOK,"Oil, Gas & Consumable Fuels",29.05B
OKTA,"Okta, Inc",IT Services,39.31B
OLB,OLB Group,Software-Application,44.12M
OLED,Universal Display,Semiconductors & Semiconductor Equipment,8.42B
OLK,Olink Holding,Diagnostics & Research,3.37B
OLLI,Ollie's Bargain Outlet,Multiline Retail,4.30B
OLMA,Olema Pharmaceuticals,Biotechnology,1.15B
